permit_id,permit_num,revision_num,permit_type_id,application_date,issued_date,completed_date,est_const_cost,description,dwelling_units_created,dwelling_units_lost,ward_id,structure_type_id,work_type_id,status_id,builder_id,address_id,address_id,street_num,postal,street_id,,,,,,,
19170,18 184997 BLD,0,2,2018-06-26,2018-07-11,NULL,20000.00,"Proposal for interior alterations to unit 401 in existing office Canada Post""",0,0,51188,118,67,21,NULL,16,16,1,M5G,26,,,,,,,
19441,07 116924 HVA,0,10,2007-03-28,2007-05-14,NULL,NULL,HVAC - Make interior alterations to all floors to accomadate upgrades to existing mechanical system within affected areas.,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
19500,08 169193 HVA,0,10,2008-06-11,2008-07-04,NULL,NULL,"HVAC - Interior alterations to existing elevator lobby areas on floors 6,7,10,15,20,23,30,31,33, & 35.  Convenience address - 20 Queen St W.",0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
19549,19 236480 BLD,0,2,2019-10-15,2019-11-26,NULL,300000.00,"Proposal for interior alterations and interior wall cladding in existing retail store Canadian Tire""",0,0,51188,162,73,21,NULL,16,16,1,M5G,26,,,,,,,
19555,06 103706 MSA,0,10,2006-01-19,2006-01-24,NULL,0.00,In connection with building permit #05-211966 BLD.,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
19573,25 220672 DRN,0,8,2025-09-05,NULL,NULL,NULL,Drain - Proposed interior alterations for complete fit-out. JD Sports,0,0,51188,162,18,23,NULL,16,16,1,M5G,26,,,,,,,
19582,11 242035 BLD,0,2,2011-07-20,2011-07-29,NULL,50000.00,Proposal for interior alterations to existing ground floor retail unit in Eaton's Centre - Mark's Work Warehouse.,0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
19766,23 177400 BLD,0,2,2023-07-20,2023-08-21,NULL,200000.00,Repair and waterproofing of Level P4 slab and repair of beams between Gridlines D5 and D6 and Gridlines D03 and D06,0,0,NULL,125,48,32,NULL,16,16,1,M5G,26,,,,,,,
19835,14 136508 BLD,0,2,2014-04-01,2014-04-16,NULL,120000.00,"Proposal for interior alterations to unit 2301 Primero Mines"" at 20 Queen St W. Proposal includes for HVAC.""",0,0,51188,118,67,32,NULL,16,16,1,M5G,26,,,,,,,
19866,18 245230 BLD,1,2,2018-12-06,2019-01-28,NULL,0.00,REVISION - interior layout changes to the meeting roomsProposal for interior alterations to meeting room in existing office building. unit 401,0,0,51188,118,67,44,NULL,16,16,1,M5G,26,,,,,,,
19954,09 168600 BLD,0,2,2009-09-14,2009-10-15,NULL,150000.00,"Proposal to fit-out new tenant in existing retail unit 1108, main level, in Eaton's Centre for HMV"" (455.87m2).""",0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
20007,10 224202 FSU,0,9,2010-08-11,NULL,NULL,NULL,FS - Sprinkler Shop Drawing - Permit for interior demolition to existing office space - floor 17 - CONVENIENCE ADDRESS Is 250 Yonge St.,0,0,51188,118,19,6,NULL,16,16,1,M5G,26,,,,,,,
20019,15 118416 FSU,0,9,2015-04-21,NULL,NULL,NULL,FS - Sprinkler Shop Drawing - Proposal for interior alterations to the exsting retail space for tenant fit up (ZARA) and expansion of suite on the 3rd floor of the exsiting multiple use building.,0,0,51188,162,19,6,NULL,16,16,1,M5G,26,,,,,,,
20123,04 153652 PLB,0,16,2004-07-06,2004-07-08,NULL,NULL,Plumbing - Make interior alterations to portion of the 16th floor.  Tenant:  National Bank of Canada.  Existing and proposed:  Offices. - Interior Alterations,0,0,51188,118,21,21,NULL,16,16,1,M5G,26,,,,,,,
20233,08 116444 FSU,0,9,2008-03-04,2008-03-10,NULL,18000.00,Sprinkler permit for floor 9 - (250 yonge st) - BMO Nesbitt Burns - Computer room,0,0,51188,118,118,21,NULL,16,16,1,M5G,26,,,,,,,
20271,13 113220 HVA,0,10,2013-01-30,2013-02-12,NULL,NULL,"HVAC - Proposal for interior alteration to existing office space in existing mixed use building suite 1200 Ontario Financing Authority"" (9.5m2)""",0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
20307,12 139122 BLD,1,2,2012-04-30,2012-05-09,NULL,0.00,"REVISION - alter the interior layout of changeroom area.Proposal for interior alterations to existing retail unit on level 1 of the Eaton's Centre - La Senza"".""",0,0,51188,110,67,44,NULL,16,16,1,M5G,26,,,,,,,
20424,17 254496 PLB,0,16,2017-12-12,2017-12-20,NULL,NULL,"Plumbing  - Proposal for interior alterations to existing office space on the 31st floor - Nordstrom Canada Retail Inc""",0,0,51188,110,21,21,NULL,16,16,1,M5G,26,,,,,,,
20508,22 127903 HVA,0,10,2022-03-29,2022-06-01,NULL,NULL,HVAC - Proposal for interior alterations for new retail store for unit S2206. (address 220 Yonge St. ),0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
20544,07 237544 HVA,0,10,2007-06-28,2007-07-10,NULL,NULL,HVAC - Interior alterations to existing office on the 30th floor.  Convenience address - 20 Queen St W.,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
20550,05 157521 PLB,0,16,2005-07-08,2005-07-27,NULL,NULL,"Plumbing - Interior alterations to office on the 21st floor.  Tenant - Bancomext"" - Interior Alterations""",0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
20742,15 163131 HVA,0,10,2015-05-26,2015-06-09,NULL,NULL,HVAC - Construct interior alterations for Second Cup  (51.93m2) - No Seating,0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
20793,07 259378 BLD,0,2,2007-09-06,2007-09-21,NULL,1200000.00,Interior alterations to existing office space on the 8th FLOOR.  Convenience address - 250 Yonge St.,0,0,51188,118,67,21,NULL,16,16,1,M5G,26,,,,,,,
21050,24 170369 HVA,1,10,2025-09-16,NULL,NULL,NULL,Revision: changes to layout due to site conditions,0,0,51188,118,20,26,NULL,16,16,1,M5G,26,,,,,,,
21191,06 102182 HVA,0,10,2006-01-12,2006-01-17,NULL,NULL,"HVAC - Make interior alterations to storage area, level 1 (basement).  Toronto Eaton Centre. - Interior Alterations",0,0,51188,120,20,32,NULL,16,16,1,M5G,26,,,,,,,
21193,21 174133 BLD,0,2,2021-06-22,2021-09-03,NULL,6000000.00,"Proposal for interior alterations to galleria, 2 new stairs at south court, 1 new stairs at urban eatery, new elevator, new hoistway for Toronto Eaton Centre",0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
21227,11 116427 HVA,0,10,2011-01-31,2011-02-16,NULL,NULL,HVAC - permit for interior alterations to existing retail store - Lower Level Eaton Centre - Unit 110 - Forever 21,0,0,51188,162,20,21,NULL,16,16,1,M5G,26,,,,,,,
21266,19 255193 BLD,0,2,2019-11-28,2019-12-16,NULL,10000.00,Proposal for interior alterations to unit CRU 2123B in existing retail store.,0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
21277,13 154690 BLD,0,2,2013-04-22,2013-05-10,NULL,190000.00,Proposal for interior alterations to the 5th and 6th floor washrooms. Convienence Address is 250 Yonge St.,0,0,51188,118,67,21,NULL,16,16,1,M5G,26,,,,,,,
21363,09 192977 BLD,0,2,2009-12-01,2009-12-11,NULL,400000.00,"Minor interior alterations to existing retail space at the Eaton Centre.  Unit C030.  Tenant - H20 Plus"".""",0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
21372,14 136508 HVA,0,10,2014-04-01,2014-04-16,NULL,NULL,"HVAC - Proposal for interior alterations to unit 2301 Primero Mines"" at 20 Queen St W. Proposal includes for HVAC.""",0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
21408,07 229387 BLD,0,2,2007-06-07,2007-06-26,NULL,500000.00,Interior alterations to existing washrooms on multiple floors.,0,0,51188,118,67,21,NULL,16,16,1,M5G,26,,,,,,,
21423,02 146376 PLB,0,16,2002-06-14,2002-06-24,NULL,NULL,"Plumbing -INSTALL ON 9th floor existing office:  1 k.s., 1 h.wt.,.  tenant:  bce capital.  convenience address:  250 yonge st - cost included in building permit.",0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
21486,11 290817 BLD,0,2,2011-10-12,2012-01-05,NULL,50000.00,"Proposal to replace exterior glazing with mechanical vent unit to accommodate proposed new air handling unit in existing retail unit on the 3rd floor of the Eaton's Centre - Apple Store"".  Mechanical  work will be under separate permit""",0,0,51188,110,67,32,NULL,16,16,1,M5G,26,,,,,,,
21564,07 284577 HVA,0,10,2007-12-05,2007-12-11,NULL,NULL,HVAC - Interior alterations to existing office space on the 12th floor.  Note: See BLD 07 259391 for other portion of int alts.  Convenience address - 250 Yonge St,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
21622,10 293921 BLD,0,2,2010-11-09,2010-11-16,NULL,1800000.00,"Proposal for interior alterations to existing office space on floors 20 and 21.  Tenant is Travel Insurance Coordinators"".  Convenience address is 250 Yonge Street.""",0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
21793,12 129299 HVA,0,10,2012-02-29,2012-04-27,NULL,NULL,HVAC - Proposal for interior alterations to existing retail unit on lower level of the Eatons Centre - Old Navy.,0,0,51188,110,20,21,NULL,16,16,1,M5G,26,,,,,,,
21820,06 162067 BLD,0,2,2006-07-31,2006-08-03,NULL,100000.00,Interior alterations to an existing retail space on level 1 of the eaton centre,0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
21953,17 254496 BLD,0,2,2017-10-27,2017-10-31,NULL,91000.00,"Proposal for interior alterations to existing office space on the 31st floor - Nordstrom Canada Retail Inc""",0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
21987,17 194236 BLD,0,2,2017-07-07,2017-07-27,NULL,350000.00,"Proposal for interior alterations to an existing retail store on the 2nd Level - Unit 1247, Club Monaco""Convenience address is 220 Yonge St.""",0,0,51188,110,67,32,NULL,16,16,1,M5G,26,,,,,,,
22022,13 113220 BLD,0,2,2013-01-30,2013-02-12,NULL,2000.00,"Proposal for interior alteration to existing office space in existing mixed use building suite 1200 Ontario Financing Authority"" (9.5m2)""",0,0,51188,118,67,32,NULL,16,16,1,M5G,26,,,,,,,
22228,10 167772 FSU,0,9,2010-05-03,2010-05-13,NULL,25000.00,"Proposal to relocate sprinklers in existing office space on the 32nd floor, unit 3200.  See related permit 10 167754 MSA.  Convenience address is 250 Yonge St.",0,0,51188,110,118,21,NULL,16,16,1,M5G,26,,,,,,,
22251,11 117714 HVA,0,10,2011-02-01,2011-02-17,NULL,NULL,"HVAC - This is for interior alterations to unit 125 within the Eaton Centre, COSTA BLANCA"". This includes HVAC.""",0,0,51188,110,20,32,NULL,16,16,1,M5G,26,,,,,,,
22296,07 271714 HVA,0,10,2007-10-19,2007-10-30,NULL,NULL,"HVAC - interior alterations to existing office space - level 1 (220 Yonge, Level 1, Suite 110) - Com tec",0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
22378,17 207303 BLD,0,2,2017-07-28,2017-08-01,NULL,150000.00,"Interior alterations to existing commercial space at the Eaton Centre for take-out restaurant.  Unit H024.  Tenant - SUSHI Q"".""",0,0,51188,109,67,21,NULL,16,16,1,M5G,26,,,,,,,
22401,08 212040 HVA,0,10,2008-10-10,2008-10-23,NULL,NULL,HVAC - Interior alterations to portions of 12th and 14th floors. Single Tenant Floors. One Dundas Tower,0,0,51188,118,20,21,NULL,16,16,1,M5G,26,,,,,,,
22406,10 249589 BLD,0,2,2010-08-30,2010-09-09,NULL,225000.00,Proposal for interior alterations to existing base building washrooms on the 33rd floor of the office tower of the Eaton's Centre.  No plumbing permit required.,0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
22536,09 103093 HVA,0,10,2009-01-16,2009-01-27,NULL,NULL,"HVAC - Interior alterations to existing retail area, including new demising wall.  Unit A & B-004, Level 3 (Street Level).",0,0,51188,110,20,21,NULL,16,16,1,M5G,26,,,,,,,
22583,10 102475 FSU,0,9,2010-01-26,NULL,NULL,NULL,"FS - Sprinkler Shop Drawing - Interior demolition of unit CRU (C1), formerly CITY GRILL"" at level three of the Toronto Eaton Centre. This work is for the removal of the existing mezzanine", interior partitions, fixtures," wall and floor finishes to return the unit to a base building state.""",0,0,51188,110,19,6,NULL,16,16,1,M5G,26,,,,
22743,11 198755 HVA,0,10,2011-05-19,2011-06-17,NULL,NULL,"HVAC - & kitchen exhaust system ---------- Make  interior alterations to existing  area food court , Eaton Centre-north food court ,- Akashiro/sushi-q",0,0,51188,110,20,21,NULL,16,16,1,M5G,26,,,,,,,
22757,08 150732 PLB,0,16,2008-10-31,2008-11-06,NULL,NULL,"Plumbing  -  2nd fd:  install 1 kitchen sink ------------  revision to 2nd floor washroom area.  ---Interior alterations to existing retail/office space on the lower to 4th floor.  See active int demo permit 08 122144.  Convenience address - 290 Yonge St.  Tenant - Sears""",0,0,51188,110,21,32,NULL,16,16,1,M5G,26,,,,,,,
22838,00 345075 HVA,0,14,2000-10-11,2000-10-26,NULL,0.00,Install HVAC system in  Retail Store - Unit N119 - Level 1.  Cost Incl:  00-341044Tenant:  Stokes,0,0,51188,162,64,21,NULL,16,16,1,M5G,26,,,,,,,
22864,18 114703 BLD,0,2,2018-02-07,2018-02-21,NULL,1000000.00,Proposal for permanent support for the north-south girders (gridlines d02 and d04). - Eaton Centre,0,0,51188,125,48,32,NULL,16,16,1,M5G,26,,,,,,,
22973,25 107435 FSU,0,9,2025-01-22,2025-02-12,NULL,56000.00,"The project consists of designing and installing alteration to an existing wet sprinkler system in the washrooms of the 9,17,21, and 27th floor of and existing high rise commercial office building.",0,0,51188,118,118,21,NULL,16,16,1,M5G,26,,,,,,,
23059,07 278771 HVA,0,10,2007-11-14,2007-11-22,NULL,NULL,HVAC - Interior demolition back to base building of floors 22 and 24 (1 Dundas St w),0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
23080,15 252360 FSU,0,9,2015-11-16,2015-12-04,NULL,5000.00,Proposal to install 3 maglocks on the 5th floor.,0,0,51188,109,36,21,NULL,16,16,1,M5G,26,,,,,,,
23177,23 114285 PLB,0,16,2023-02-15,2023-03-17,NULL,NULL,"Plumbing  - Proposal for interior demolition for back to base landlord work within existing retail space - UNIT 2120, Toronto Eaton CentreConvenience address is 220 Yonge St",0,0,51188,110,21,32,NULL,16,16,1,M5G,26,,,,,,,
23250,24 162509 BLD,0,2,2024-06-10,2024-06-13,NULL,25000.00,Interior alteration of existing unit for new tenant: new interior walls,0,0,51188,162,67,32,NULL,16,16,1,M5G,26,,,,,,,
23264,08 174483 PLB,0,16,2008-06-24,2008-06-27,NULL,NULL,Plumbing  - Minor interior alterations to washroom area on Level 2 Galleria (Toronto Eaton Centre).,0,0,51188,110,21,32,NULL,16,16,1,M5G,26,,,,,,,
23348,07 259380 PLB,0,16,2007-09-06,2007-09-17,NULL,NULL,Plumbing  - Interior alterations to existing office space on the 9th FLOOR.  Convenience address - 250 Yonge St.,0,0,51188,118,21,21,NULL,16,16,1,M5G,26,,,,,,,
23437,16 248681 PLB,0,16,2016-11-08,2016-12-05,NULL,NULL,"Plumbing  - Proposal for interior alterations to floors 7 and 12 in existing office - tenant is BMO Financial""",0,0,51188,118,21,21,NULL,16,16,1,M5G,26,,,,,,,
23443,11 288442 BLD,0,2,2011-10-06,2011-11-04,NULL,100000.00,"Proposal for interior alterations to existing retail unit (#1101A) on level 1of the Eaton's Centre - La Senza"".""",0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
23476,13 154696 BLD,0,2,2013-04-22,2013-05-07,NULL,190000.00,Proposal for interior alterations to the 27th floor Lobby. Convience Address is 250 Yonge St.,0,0,51188,118,67,32,NULL,16,16,1,M5G,26,,,,,,,
23504,16 175815 HVA,0,10,2016-06-17,2016-07-29,NULL,NULL,"HVAC - Remove existing air curtain units and supporting steel structure; remove portion of existing curtainwall and swing doors; remove various floor/wall/ ceiling finishes where applicable.  Construct new vestibules, including sliding doors, canopy, interior finishes.  Convenience address: 220 Yonge Street",0,0,51188,110,20,32,NULL,16,16,1,M5G,26,,,,,,,
23677,07 259384 PLB,0,16,2007-09-06,2007-10-01,NULL,NULL,Plumbing  - Interior alterations to existing office space on the 10th FLOOR.  Convenience address - 250 Yonge St.,0,0,51188,118,21,21,NULL,16,16,1,M5G,26,,,,,,,
23711,22 127903 BLD,0,2,2022-03-29,2022-06-01,NULL,100000.00,"Proposal for interior alterations for a retail pop-up"" store in existing unit CRU S2206 [Eaton Centre].  Scope incl. the installation of a new storefront & doors.  This retail unit will be used for future long-term leasing by Cadillac Fairview.  In the interim period", it will be occupied by user," OCAD (Ontario College for Art & Design University) for the display & sale of goods by designers.""",0,0,51188,162,67,32,NULL,16,16,1,M5G,26,,,,,
23850,11 198755 BLD,0,2,2011-05-19,2011-06-17,NULL,500000.00,"Make  interior alterations to existing  area food court , Eaton Centre-north food court ,- Akashiro/sushi-q",0,0,51188,110,67,21,NULL,16,16,1,M5G,26,,,,,,,
23898,01 185896 PLB,0,16,2001-10-15,2001-10-31,NULL,NULL,Plumbing - (Dundas Tower)  Install fixtures:  16th fl:  2 kitchen sinksTenant:  Corus Radio - Interior Alterations,0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
23975,12 285802 BLD,0,2,2012-11-28,2012-12-07,NULL,45000.00,"Proposal for interior alterations to existing 4th and 8th floor of office building CPC Office"" (70m2).""",0,0,51188,118,67,32,NULL,16,16,1,M5G,26,,,,,,,
24025,20 154744 HVA,0,10,2020-06-10,2020-06-26,NULL,NULL,"HVAC - Proposal for interior alterations to existing tenant space at 28th floor, scope of work includes construction on non-load bearing partitions, re-alignment and re-distribution of electrical, mechanical and life-safety system.",0,0,51188,131,20,32,NULL,16,16,1,M5G,26,,,,,,,
24063,25 196093 HVA,0,10,2025-07-18,2025-07-25,NULL,NULL,HVAC - Proposal for interior alterations.,0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
24144,07 261709 HVA,0,10,2007-09-14,2007-10-01,NULL,NULL,HVAC - Int demolition of partial 20th floor,0,0,51188,118,20,21,NULL,16,16,1,M5G,26,,,,,,,
24166,01 117880 PSA,0,16,2001-03-13,2001-03-21,NULL,0.00,"install fixtures:  18th floor  1 - 2 compt ks, 1 hwt    cost included in bp 117868tenant: exchange solutions",0,0,51188,118,45,32,NULL,16,16,1,M5G,26,,,,,,,
24178,25 209750 BLD,0,2,2025-08-13,2025-08-22,NULL,195703.00,Proposal for interior alteration,0,0,51188,118,67,32,NULL,16,16,1,M5G,26,,,,,,,
24203,16 105602 BLD,0,2,2016-01-18,2016-01-19,NULL,10000.00,"Proposal for interior alterations to the 28th floor, Bank of Nova Scotia""","convenience address of 20 Queen St W""",0,0,51188,118,67,32,NULL,16,16,1,M5G,26,,,,,,
24219,25 166883 PLB,0,16,2025-05-28,2025-07-03,NULL,NULL,Plumbing  - Proposal for interior alterations to enlarge existing commercial retail unit.,0,0,51188,162,21,32,NULL,16,16,1,M5G,26,,,,,,,
24230,05 189453 HVA,0,10,2005-11-03,2005-11-09,NULL,NULL,HVAC - Interior alterations to 3rd floor unit (3116A) - Interior Alterations,0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
24235,14 216480 BLD,0,2,2014-09-04,2014-09-18,NULL,40000.00,To complete interior alterations to the existing office on the 22nd floor.,0,0,51188,118,67,32,NULL,16,16,1,M5G,26,,,,,,,
24257,17 144223 BLD,0,2,2017-04-13,2017-05-16,NULL,3500000.00,"Interior alterations to existing office space on the 8th floor.  Tenant - BMO"".  CONVENIENCE ADDRESS- 250 YONGE ST""",0,0,51188,118,67,21,NULL,16,16,1,M5G,26,,,,,,,
24288,09 158620 BLD,0,2,2009-08-17,2009-08-19,NULL,NULL,Proposal for interior demolition of existing office unit #1901 to restore to base building standard (474m2).  Permit includes electrical and mechanical alterations.,0,0,51188,118,68,21,NULL,16,16,1,M5G,26,,,,,,,
24341,09 184762 HVA,0,10,2009-11-03,2009-11-09,NULL,NULL,HVAC - Interior alterations on floor 21 of existing office space - -Consulate general of the Netherlands -,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
24349,00 127092 PLB,0,16,2000-02-11,2000-02-11,NULL,1600.00,"install on20th floor existing office.  tenant: 1 k.s., 1 h.w.t.  Share Technologies of Canada inc. cost included in 127085   edc",0,0,51188,118,66,21,NULL,16,16,1,M5G,26,,,,,,,
24392,18 122544 PLB,0,16,2018-02-28,2018-04-24,NULL,NULL,"Plumbing  - Proposal for interior alterations to existing office space on the 24th floor - Suite 2400, Infrastructure Ontario""",0,0,51188,110,21,21,NULL,16,16,1,M5G,26,,,,,,,
24423,11 326504 BLD,0,2,2011-12-15,2011-12-30,NULL,150000.00,permit for interior alterations to existing retail store - SPRING - Unit 036A - Level 1,0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
24427,07 288254 HVA,0,10,2007-12-19,2008-01-03,NULL,NULL,"HVAC - Interior alterations to fit out new retail tenant to Unit A004, to Lower Level Concourse, Eaton Centre",0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
24651,06 175665 PSA,0,16,2006-09-14,2006-09-19,NULL,70000.00,Replace water booster pumb in level 2 mechanical room.,0,0,51188,110,88,32,NULL,16,16,1,M5G,26,,,,,,,
24720,21 192282 BLD,0,2,2021-07-30,2021-09-24,NULL,0.00,Proposal for interior alterations for existing office unit 2310,0,0,51188,118,67,21,NULL,16,16,1,M5G,26,,,,,,,
24830,07 282610 BLD,0,2,2007-11-28,2007-12-13,NULL,1200000.00,Make interior alterations to singe-tenant office floors.,0,0,51188,118,67,21,NULL,16,16,1,M5G,26,,,,,,,
24912,03 165624 HVA,0,10,2003-08-12,2003-09-11,NULL,NULL,HVAC - Make interior alterations to Level 1 of the Galleria for existing Security Offices.  Existing and proposed:  Eaton Centre - Interior Alterations,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
25008,05 164899 HVA,0,10,2005-07-27,2005-08-04,NULL,NULL,"HVAC - Interior alterations to exisitng office on the 29th floor.  Ministry of Attorney General"".  Convenience address 250 Yonge St. - Interior Alterations""",0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
25053,25 100692 BLD,0,2,2025-01-03,2025-01-07,NULL,15000.00,Minor Interior tenant work to add few fitting rooms in an existing retail suite of an existing shopping mall,0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
25087,11 116427 BLD,0,2,2011-01-28,2011-02-16,NULL,1000000.00,permit for interior alterations to existing retail store - Lower Level Eaton Centre - Unit 110 - Forever 21,0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
25147,04 100640 PLB,0,16,2004-01-07,2004-01-13,NULL,NULL,"Plumbing - Interior alterations  on portion of the 29th floor office.(conv. address 250 Yonge St.)Existing & Proposed: Retail, Office, Department Store, Theatre, Restaurant, parking complex - Interior Alterations",0,0,51188,118,21,32,NULL,16,16,1,M5G,26,,,,,,,
25268,08 113239 HVA,0,10,2008-02-22,2008-03-06,NULL,NULL,"HVAC - Interior alterations to portions of existing Office on 15th floor, Suite 1503. Multi Tenant Floor",0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
25295,12 137652 HVA,0,10,2012-03-16,2012-03-22,NULL,NULL,HVAC - Proposal for interior alterations to existing retail unit on third floor of Eaton's Centre (127m2).,0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
25325,13 233870 HVA,0,10,2013-09-11,2013-10-10,NULL,NULL,"HVAC - Proposal for interior alterations to the 6th floor of existing multiple unit building for St. Michael's Hospital - Research Group"" (3000m2)""",0,0,51188,118,20,21,NULL,16,16,1,M5G,26,,,,,,,
25364,12 230377 HVA,0,10,2012-08-16,2012-08-20,NULL,NULL,"HVAC - Minor interior alterations to existing office on the 25th floor.  Tenant - Scotiabank"".  Convenience address - 20 Queen St W.""",0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
25422,14 266874 BLD,0,2,2014-12-22,2015-01-26,NULL,100000.00,Proposal for the repair of post - tensioned beam P4C11 in the existing parking garage.,0,0,51188,125,48,32,NULL,16,16,1,M5G,26,,,,,,,
25440,17 111609 HVA,0,10,2017-02-01,2017-03-06,NULL,NULL,HVAC - RELOCATE ONE 15 FT LONG NON-RATED PARTITION TO MAKE ONE PRIVATE OFFICE SMALLER AND ALLOW SPACE FOR A CLERICAL DESK.INSTALLER COUNTER AND SINK WITH HOT AND COLD WATER FOR AN EMPLOYEE COFFEE FACILITY. - 3RD FLOOR,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
25494,08 227483 HVA,0,10,2008-12-04,2009-01-08,NULL,NULL,HVAC - Interior alterations to existing ground floor entrance lobby - North elevation of the eaton centre,0,0,51188,118,20,21,NULL,16,16,1,M5G,26,,,,,,,
25500,20 186998 BLD,1,2,2022-10-18,2023-03-13,NULL,0.00,"Proposal to remove and replace Toronto Eaton Centre Galleria Skylight Glass, including glazed vertical entrance glass. Rev. 01: UPDATE TO LAYOUT AND CONTROL OF GALLERIA SMOKE EXHAUST SYSTEM",0,0,51188,110,84,44,NULL,16,16,1,M5G,26,,,,,,,
25565,07 270033 HVA,0,10,2007-10-15,2007-11-12,NULL,NULL,HVAC - Interior alterations to remaining portion of 8th floor office suite. Single Tenant Floor. Canada Post,0,0,51188,118,20,21,NULL,16,16,1,M5G,26,,,,,,,
25573,19 103465 BLD,0,2,2019-01-11,2019-02-05,NULL,1000000.00,"Proposal for interior alterations to unit CRU2105A in preparation of moving existing retail store from 2nd floor to ground floor Apple Store""",0,0,51188,162,67,21,NULL,16,16,1,M5G,26,,,,,,,
25628,08 114971 HVA,0,10,2008-02-27,2008-03-05,NULL,NULL,HVAC - Interior alteration to relocate door at rear service corriodor to existing Retail unit #N125. ' Jacob',0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
25649,25 166883 HVA,0,10,2025-05-28,2025-07-03,NULL,NULL,HVAC - Proposal for interior alterations to enlarge existing commercial retail unit.,0,0,51188,162,20,32,NULL,16,16,1,M5G,26,,,,,,,
25725,07 255141 HVA,0,10,2007-08-21,2007-08-28,NULL,NULL,HVAC - Interior demo of existing office spaces on the 33rd & 34th floor.  Convenience address - 250 Yonge St.,0,0,51188,118,20,32,NULL,16,16,1,M5G,26,,,,,,,
25777,10 167754 MSA,0,10,2010-05-03,2010-05-06,NULL,25000.00,"Proposal for alterations to the ductwork in an existing office space on the 32nd floor, unit 3200.  Proposal also includes the relocation of light fixtures in the suspended ceiling.  No construction is proposed.  Convenience address is 250 Yonge St.",0,0,51188,110,9,45,NULL,16,16,1,M5G,26,,,,,,,
25823,18 265393 BLD,0,2,2018-12-06,2019-01-03,NULL,300000.00,"alteration/renovation of existing space into a new retail store *Le Chateau*, convenience address is 220 Yonge Street.",0,0,51188,162,73,32,NULL,16,16,1,M5G,26,,,,,,,
25954,24 202977 HVA,0,10,2024-08-23,2024-09-05,NULL,NULL,"HVAC - Update finishes for the base building core washrooms on floors 9, 17, 21 and 27.",0,0,51188,118,20,21,NULL,16,16,1,M5G,26,,,,,,,
26006,00 135831 000,0,14,2000-03-16,NULL,NULL,200000.00,Install hvac - ductwork and diffusers   on 3rd floor to existing retail store (unit 316)tenant:  Jewels by Koby Ltd.   Cost included in bp2000-135767.,0,0,51188,162,7,7,NULL,16,16,1,M5G,26,,,,,,,
26104,23 202066 HVA,0,10,2023-09-14,2023-10-17,NULL,NULL,"HVAC - Proposal for interior alterations for selective interior demolition for new tenant - BMO, Eaton's CentreConvenience address is 220 Yonge St.",0,0,51188,110,20,21,NULL,16,16,1,M5G,26,,,,,,,
